name,id,all_review_count
명희네,35384805,13
미화식당,1706696364,13
돈주세요,1318550746,12
더더더통큰한식뷔페,1739251514,12
돈현이네,1801909812,12
용삼이네,1947299729,12
산골아저씨,1806917841,12
인연밥집,1382988357,12
무단외박,1070243890,12
국밥생각 강릉교동점,1100692439,12
강릉닭개장,1977006302,11
미래먹거리,1698706278,11
반주,1289106171,11
솔향미니식당,66334268,10
24시옥계장터국밥,21733936,10
교동동태탕,1221269927,10
쉐프윤찹쌀고로케 강릉점,1574640686,10
낙천식당,1693850894,10
성산설렁탕,1925143603,10
준호네 정원,1307856893,10
캠핑식당 용지각길56,1202584889,10
주문진고기장터,1515374261,10
뚜비두밥,1495747568,9
십이월육일,1605479970,9
소확행,1867686044,9
밥&술,1449087303,9
향이네 꼬마김밥,1381045567,9
소금강가는길목,1545781198,9
꼬김꼬김,1441879525,9
대관령주막,1760318925,8
강릉솔향식육식당,1219529326,8
삼성식당,1026602629,8
만선식당,19900264,8
한식명가네,2006495897,7
왕솔밭칼국수,21736411,7
갓포 츠키요와 신라모노그램 강릉,2004254337,7
믿음식당,1316825170,7
밥한그릇,1048957955,7
삼성식당오또,1034314848,7
고메당 양갈비,1604061144,7
회산칼국수,1671949806,6
고래밥한식뷔페,1143057643,6
보글이식당,333675733,6
또래오래 포남입암점,1552987348,6
어야네,21734984,6
노미타이칸지,1397232337,5
삼시세끼,1054137817,5
바다식당,15354357,5
파랑새김밥,1972427573,5
모래틈식당,15291386,4
민지네,1881777746,4
진미양꼬치 본점,2140078078,4
육꿉당,2011642336,4
정윤이네먹거리,32037906,4
궁전사우나 구내분식,1237005752,4
삼포암쉼터,11570995,4
케이양한우곱창,2075106875,4
구정순두부마을,2015959379,4
병천순대모래내,1117927212,4
찌개세끼,1971811879,4
밥잘하는누나,1337210252,4
구인당식당,15697787,3
빡가네갈비후라이 강릉점,1936217141,3
소금강메밀막국수,1050598409,3
쏙만두 강릉점,1286333563,3
집밥이선생,1918745786,3
맛조이,1938239395,3
태광나들목,1317391025,3
산호막국수,945583235,3
오로지김밥카페,1255753636,3
찐전집,1770360235,3
복순네포차,1505593793,3
못난이맛집,1732446351,2
싸다아구찜&탕,1541303714,2
한송정애한끼,1017579805,2
고기카페,1338714228,2
만나생선조림,1364322100,2
남애막국수,1290960811,2
회산보리밥뷔페,1359013774,1
오구피자 주문진점,1805805554,1
죽방전집,2086664989,1
강릉꽈배기&핫도그,1839279712,1
정성집 곱도리탕 낙곱새 강릉점,1981103755,1
